gene	Example
RRN3P2	4.228
RRN3P3	20.304
RRN3P4	0
RRP1	6.178
RRP12	10.017
RRP15	23.676
RRP1B	91
RRP36	104.951
RRP7A	53.594
RRP7BP	4.405
RRP8	16.033
RRP9	7
RRS1	6
RRS1-DT	1.004
RS1	0
RSAD1	27
RSAD2	2
RSBN1	257
RSBN1L	241.076
RSC1A1	31.85
RSF1	235
RSF1-IT1	0
RSF1-IT2	0
RSKR	43.469
RSL1D1	287.016
RSL1D1-DT	0
RSL24D1	592.001
RSL24D1P1	0
RSL24D1P11	0
RSL24D1P2	0
RSL24D1P3	0
RSL24D1P4	0
RSL24D1P5	0
RSL24D1P6	0
RSL24D1P8	0
RSL24D1P9	0
RSPH1	85
RSPH1-DT	1.727
RSPH10B	0
RSPH10B2	0
RSPH14	0
RSPH3	492.084
RSPH4A	1
RSPH6A	0
RSPH9	0
RSPO1	0
RSPO2	0
RSPO3	0
RSPO4	0
RSPRY1	367
RSRC1	73
RSRC2	347
RSRP1	672.001
RSU1	525.973
RSU1P1	0
RSU1P2	0
RSU1P3	0
RTBDN	2.984
RTBDN-AS1	0
RTCA	499.276
RTCA-AS1	2
RTCB	677
RTEL1	12.391
RTEL1-TNFRSF6B	7.879
RTEL1P1	0
RTF1	394.999
RTF2	184
RTKN	93.001
RTKN2	13
RTL1	0
RTL10	81
RTL3	0
RTL4	0
RTL5	0
RTL6	174
RTL8A	253.485
RTL8B	6.521
RTL8C	484.995
RTL9	0
RTN1	0
RTN2	26.999
RTN3	2063.917
RTN3P1	0
RTN4	4613.001
RTN4IP1	31
RTN4R	37
RTN4RL1	0
RTN4RL2	0
RTP1	0
RTP2	0
RTP3	0
RTP4	2
RTP5	0
RTRAF	793.152
RTRAFP1	0
RTRAFP2	0
RTTN	70.993
RUBCN	83.066
RUBCNL	8
RUFY1	85
RUFY1-AS1	1
RUFY2	105
RUFY3	27
RUFY4	0
RUNDC1	147.385
RUNDC3A	1
RUNDC3A-AS1	6.15
RUNDC3B	56
RUNX1	82.889
RUNX1-AS2	0
RUNX1T1	0
RUNX2	12
RUNX2-AS1	0
RUNX3	122
RUNX3-AS1	1
RUSC1	300
RUSC1-AS1	9
RUSC2	0
RUSF1	95.197
RUSF1-DT	0
RUVBL1	46.227
RUVBL1-AS1	0
RUVBL2	45
RUVBL2P1	0
RWDD1	194.189
RWDD2A	71
RWDD2B	71
RWDD3	33
RWDD3-DT	0
RWDD4	167
RWDD4P1	0
RWDD4P2	0
RXFP1	0
RXFP2	0
RXFP3	0
RXFP4	2
RXRA	288
RXRB	87
RXRG	0
RXYLT1	29.001
RXYLT1-AS1	0
RYBP	353
RYK	65.37
RYKP1	0
RYR1	0
RYR2	0
RYR3	0
RYR3-DT	0
S100A1	0
S100A10	9044.999
S100A11	1799
S100A11P1	0
S100A11P10	0
S100A11P2	0
S100A11P5	0
S100A11P6	0
S100A11P7	0
S100A11P8	0
S100A11P9	0
S100A12	0
S100A13	85
S100A14	2104.998
S100A15A	0
S100A16	2197.001
S100A2	3
S100A3	0
S100A4	2125
S100A5	7
S100A6	15192
S100A7	0
S100A7A	0
S100A7L2	0
S100A7P1	0
S100A8	0
S100A9	1
S100B	0
S100G	0
S100P	2096
S100PBP	185.408
S100Z	0
S1PR1	0
S1PR1-DT	0
S1PR2	0
S1PR3	0
S1PR4	0
S1PR5	0
SAA1	0
SAA2	2
SAA2-SAA4	0
SAA3P	0
SAA4	0
SAAL1	24
SAC3D1	7.189
SACM1L	266
SACS	17
SACS-AS1	0
SAE1	130
SAE1P1	0
SAFB	156.278
SAFB2	112.721
SAG	2.279
SAGE1	0
SAGE2P	0
SAGE3P	0
SAGE4P	0
SALL1	0
SALL1P1	0
SALL2	0
SALL3	0
SALL4	1.885
SALL4P1	0
SALL4P2	0
SALL4P5	0
SALL4P6	0
SALL4P7	0
SALRNA1	0
SALRNA2	0
SALRNA3	0
SAMD1	40
SAMD10	34
SAMD11	2
SAMD11P1	0
SAMD12	214.725
SAMD12-AS1	0
SAMD13	24
SAMD14	0
SAMD15	0
SAMD3	0
SAMD4A	81
SAMD4A-AS1	0
SAMD4B	110.55
SAMD5	239.939
SAMD7	0
SAMD8	225
SAMD9	72
SAMD9L	40
SAMHD1	32
SAMM50	238
SAMM50P1	0
SAMMSON	1.024
SAMSN1	0
SAMSN1-AS1	0
SAMTOR	84
SANBR	154.862
SAP130	382
SAP18	1331
SAP18P1	0
SAP18P2	0
SAP18P3	0
SAP25	12.399
SAP30	11
SAP30-DT	12
SAP30BP	388.999
SAP30BP-AS1	0
SAP30L	266.999
SAP30L-AS1	0
SAP30P1	0
SAPCD1	6.228
SAPCD1-AS1	3
SAPCD2	5
SAPCD2P1	0
SAPCD2P2	0
SAPCD2P3	0
SAPCD2P4	0
SAR1A	275.69
SAR1AP1	0
SAR1AP2	0
SAR1AP3	0
SAR1AP4	0
SAR1B	1745.8
SARAF	724
SARDH	0.921
SARM1	20
SARNP	161.966
SARS1	1188
SARS2	29
SART1	38
SART3	145
SASH1	43.176
SASH3	0
SASS6	21
SAT1	2255
SAT1-DT	0
SAT2	113.999
SATB1	172.999
SATB1-AS1	0
SATB2	155.018
SATB2-AS1	0
SATL1	12.671
SAV1	1292
SAXO1	1
SAXO2	0
SAXO3	0
SAXO4	6
SAXO5	7
SAYSD1	65
SBDS	247.682
SBDSP1	42.712
SBF1	128.999
SBF1P1	0
SBF1P2	0
SBF2	689.797
SBF2-AS1	17
SBK1	0
SBK2	0
SBK3	0
SBNO1	366.996
SBNO1-AS1	23
SBNO2	113
SBSN	0
SBSPON	0.993
SC4MOP	0
SC5D	1408
SCAANT1	1
SCAF1	126
SCAF11	679.001
SCAF4	214.999
SCAF8	212.213
SCAI	78.983
SCAMP1	238
SCAMP1-AS1	12
SCAMP2	751
SCAMP3	154.001
SCAMP4	309.039
SCAMP5	11
SCAND1	48
SCAND2P	0
SCAND3	15
SCAND3P1	0
SCAP	123.482
SCAPER	97
SCARA3	0
SCARA5	0
SCARB1	714
SCARB2	4007.171
SCARF1	33.402
SCARF2	0
SCARNA1	0
SCARNA10	0
SCARNA11	0
SCARNA12	0
SCARNA13	1
SCARNA14	0
SCARNA15	0
SCARNA16	0
SCARNA17	0
SCARNA18	0
SCARNA18B	0
SCARNA2	0
SCARNA20	0
SCARNA21	0
SCARNA21B	0
SCARNA22	0
SCARNA23	0
SCARNA3	0
SCARNA4	0
SCARNA5	1
SCARNA6	0
SCARNA7	0
SCARNA8	0
SCARNA9	2
SCART1	12.975
SCAT1	2.035
SCAT2	0
SCAT8	0
SCCPDH	245
SCD	27190.74
SCD5	45.034
SCDAL	0
SCDP1	4.26
SCEL	8
SCEL-AS1	0
SCFD1	323.001
SCFD2	30
SCFD2-AS1	0
SCG2	2
SCG3	0
SCG3-AS1	0
SCG5	73
SCG5-AS1	0
SCGB1A1	0
SCGB1B2P	3
SCGB1C1	0
SCGB1C2	0
SCGB1D1	0
SCGB1D2	0
SCGB1D4	0
SCGB1D5P	0
SCGB2A1	0
SCGB2A2	0
SCGB2B2	0
SCGB2B3P	0
SCGB3A1	0
SCGB3A2	1
SCGN	0
SCHIP1	0
SCHLAP1	1
SCIMP	1
SCIN	1111.545
SCIRT	10
SCLT1	35
SCLY	17.096
SCMH1	10.42
SCMH1-DT	0
SCML1	57
SCML2	0
SCML2P1	0
SCML2P2	0
SCML4	0
SCN10A	0
SCN11A	0
SCN1A	0
SCN1A-AS1	0
SCN1B	0.961
SCN2A	0
SCN2B	0
SCN3A	0
SCN3B	4
SCN4A	2
SCN4B	0
SCN5A	30.558
SCN7A	1
SCN8A	1
SCN9A	2.001
SCNM1	107.251
SCNN1A	2482
SCNN1B	1
SCNN1D	13
SCNN1G	0
SCO1	250.17
SCO2	48
SCOC	96.491
SCOC-AS1	9
SCOCP1	0
SCP2	1924.001
SCP2D1	0
SCP2D1-AS1	0
SCPEP1	120.815
SCPPPQ1	0
SCRG1	0
SCRIB	61.001
SCRN1	53
SCRN2	32.001
SCRN3	153.009
SCRT1	0
SCRT2	0
SCT	0
SCTR	0
SCTR-AS1	0
SCUBE1	46.833
SCUBE1-AS1	3.286
SCUBE1-AS2	0
SCUBE2	0
SCUBE3	0
SCUBE3-AS1	0
SCX	7
SCYGR1	0
SCYGR10	0
SCYGR2	0
SCYGR3	0
SCYGR4	0
SCYGR5	0
SCYGR6	0
SCYGR7	0
SCYGR8	0
SCYGR9	0
SCYL1	149
SCYL2	807.962
SCYL2P1	1.038
SCYL3	123
SDAD1	152.999
SDAD1-AS1	0
SDAD1P1	0
SDAD1P2	0
SDAD1P3	0
SDAD1P4	0
SDC1	1320
SDC2	0
SDC3	3
SDC4	215
SDC4P	0
SDCBP	2579.001
SDCBP2	561.175
SDCBP2-AS1	3
SDCBP2P1	0
SDCBPP1	0
SDCBPP2	0
SDCBPP3	0
SDCCAG8	55.565
SDE2	297.6
SDF2	82.001
SDF2L1	15
SDF4	305
SDHA	818.729
SDHAF1	23
SDHAF2	117.357
SDHAF3	44
SDHAF4	94
SDHAP1	3.258
SDHAP2	0
SDHAP3	6.214
SDHAP4	0
SDHB	1052
SDHBP1	0
SDHC	1754.357
SDHCP1	0
SDHCP2	0
SDHCP3	0
SDHCP4	0
SDHCP5	0
SDHD	1075.997
SDHDP1	0
SDHDP2	0
SDHDP3	0
SDHDP4	0
SDHDP5	0
SDHDP6	0
SDK1	0
SDK1-AS1	0
SDK2	0
SDR16C5	126
SDR16C6P	0
SDR39U1	124.001
SDR42E1	257.92
SDR42E1P1	0
SDR42E1P2	0
SDR42E1P3	0
SDR42E1P4	0
SDR42E1P5	0
SDR42E2	0
SDR9C7	0
SDS	0
SDSL	2
SEBOX	0
SEC11A	908.211
SEC11B	0
SEC11C	188.999
SEC13	418.999
SEC13P1	0
SEC14L1	182.095
SEC14L1P1	6
SEC14L2	453.936
SEC14L3	0
SEC14L4	7
SEC14L5	4
SEC14L6	0
SEC16A	619
SEC16B	11.051
SEC1P	8.413
SEC22A	83.182
SEC22B	1378.706
SEC22B2P	37.168
SEC22B3P	0
SEC22B4P	0
SEC22C	129.735
SEC23A	1708.36
SEC23A-AS1	1
SEC23B	513.16
SEC23IP	310.748
SEC24A	1840
SEC24AP1	0
SEC24B	805
SEC24B-AS1	5.085
SEC24C	484
SEC24D	726.173
SEC31A	1439.454
SEC31B	32.001
SEC61A1	1359
SEC61A2	37
SEC61B	167
SEC61G	975
SEC61G-DT	0
SEC61GP1	0
SEC62	641.029
SEC62-AS1	0
SEC63	656.888
SEC63P1	0
SEC63P2	0
SECISBP2	303.954
SECISBP2L	268.024
SECTM1	89
SEH1L	176.59
SEL1L	1191
SEL1L2	0
SEL1L3	960.001
SELE	0
SELENBP1	485
SELENOF	673.001
SELENOH	61.04
SELENOI	936
SELENOK	212.593
SELENOKP1	0
SELENOKP2	0
SELENOKP3	0
SELENOM	2
SELENON	257.955
SELENOO	47
SELENOO-AS1	0
SELENOOLP	0
SELENOP	243
SELENOS	592
SELENOT	410
SELENOTP1	0
SELENOTP2	0
SELENOV	0
SELENOW	1099.486
SELENOWP1	0
SELL	0
SELP	1
SELPLG	0
SEM1	394
SEM1P1	1
SEMA3A	71
SEMA3B	423.999
SEMA3B-AS1	0
SEMA3C	521
SEMA3D	0
SEMA3E	1.979
SEMA3F	7
SEMA3F-AS1	1.033
SEMA3G	2
SEMA4A	3.269
SEMA4B	1786
SEMA4C	5.188
SEMA4D	119.983
SEMA4F	40
SEMA4G	521.983
SEMA5A	222
SEMA5A-AS1	0
SEMA5B	5.889
SEMA6A	56
SEMA6A-AS1	1
SEMA6A-AS2	0
SEMA6B	1.011
SEMA6C	5
SEMA6D	0
SEMA7A	41
SEMG1	2
SEMG2	0
SENCR	0
SENP1	151
SENP2	252.315
SENP3	42.347
SENP3-EIF4A1	17.722
SENP5	164.988
SENP6	339
SENP7	69.686
SENP8	34.839
SEPHS1	152
SEPHS1P1	0
SEPHS1P2	0
SEPHS1P4	0
SEPHS1P6	0
SEPHS1P7	0
SEPHS2	511
SEPHS2P1	0
SEPSECS	175.001
SEPSECS-AS1	23.785
SEPTIN1	11
SEPTIN10	1389
SEPTIN10P1	0
SEPTIN11	1419
SEPTIN12	0
SEPTIN14	28
SEPTIN14P1	0
SEPTIN14P12	0
SEPTIN14P17	0
SEPTIN14P19	3.468
SEPTIN14P2	2.491
SEPTIN14P21	0
SEPTIN14P22	0
SEPTIN14P23	0
SEPTIN14P24	0
SEPTIN14P3	0
SEPTIN14P4	0
SEPTIN14P6	4
SEPTIN14P8	0
SEPTIN2	1865
SEPTIN2P1	0
SEPTIN3	0
SEPTIN4	3
SEPTIN4-AS1	2
SEPTIN5	0
SEPTIN6	27.001
SEPTIN7	321.666
SEPTIN7-DT	1
SEPTIN7P1	0
SEPTIN7P10	0
SEPTIN7P11	0
SEPTIN7P12	0
SEPTIN7P13	1.762
SEPTIN7P14	0
SEPTIN7P15	0
SEPTIN7P2	0
SEPTIN7P3	0
SEPTIN7P4	0
SEPTIN7P5	0
SEPTIN7P6	0
SEPTIN7P7	0
SEPTIN7P8	0
SEPTIN7P9	0
SEPTIN8	493
SEPTIN9	775.001
SEPTIN9-DT	8
SERAC1	156.139
SERBP1	813.998
SERBP1P1	0
SERBP1P2	0
SERBP1P3	0
SERBP1P4	0
SERBP1P5	0
SERBP1P6	0
SERF1A	16.357
SERF1AP1	0
SERF1B	66.646
SERF2	1532.342
SERGEF	17
SERHL	0
SERHL2	0
SERINC1	786
SERINC2	1420
SERINC3	1308.133
SERINC4	0
SERINC5	379
SERP1	2068
SERP2	5
SERPINA1	1599.999
SERPINA10	2
SERPINA11	0
SERPINA12	0
SERPINA13P	0
SERPINA15P	0
SERPINA2	0
SERPINA3	43
SERPINA4	0
SERPINA5	1
SERPINA6	0
SERPINA7	0
SERPINA7P1	0
SERPINA9	0
SERPINB1	2953.001
SERPINB10	0
SERPINB11	0
SERPINB12	0
SERPINB13	0
SERPINB2	5
SERPINB3	2
SERPINB4	0
SERPINB5	760.967
SERPINB6	2674.54
SERPINB7	11
SERPINB8	114
SERPINB8P1	0
SERPINB9	343.75
SERPINB9P1	3
SERPINC1	0
SERPIND1	0
SERPINE1	0
SERPINE2	6613
SERPINE3	7
SERPINE4P	0
SERPINF1	3
SERPINF2	1
SERPING1	0
SERPINH1	61.128
SERPINH1P1	0
SERPINI1	18
SERPINI2	0
SERTAD1	41
SERTAD2	949.001
SERTAD2-AS1	0
SERTAD3	72
SERTAD3-AS1	0
SERTAD4	2
SERTAD4-AS1	0
SERTAD4BP	0
SERTM1	0
SERTM2	0
SESN1	73
SESN2	63
SESN3	133
SESTD1	379
SET	810.297
SETBP1	0
SETBP1-DT	0
SETD1A	45
SETD1B	147
SETD2	411
SETD3	403
SETD4	46
SETD4-AS1	0
SETD5	674.001
SETD6	16
SETD6P1	0
SETD7	483.907
SETD9	366
SETDB1	78
SETDB2	26.819
SETMAR	22
SETP1	0
SETP10	0
SETP11	0
SETP12	0
SETP14	0
SETP15	0
SETP16	0
SETP17	0
SETP2	0
SETP20	0
SETP21	0
SETP22	0
SETP3	0
SETP4	0
SETP5	0
SETP6	0
SETP7	0
SETP8	0
SETP9	0
SETSIP	0
SETX	517
SEZ6	0
SEZ6L	0
SEZ6L-AS1	0
SEZ6L2	266
SF1	738.002
SF1-DT	0
SF3A1	814
SF3A2	128
SF3A2P1	0
SF3A3	104.999
SF3A3P1	0
SF3A3P2	0
SF3B1	1867.091
SF3B2	588.345
SF3B3	260.573
SF3B4	419
SF3B4P1	0
SF3B5	351
SF3B6	1173
SFI1	91.823
SFMBT1	72
SFMBT2	4.99
SFN	812
SFPQ	426.062
SFPQP1	0
SFR1	289.648
SFR1P1	0
SFR1P2	0
SFRP1	1
SFRP2	0
SFRP4	0
SFRP5	0
SFSWAP	110
SFSWAP-AS1	0
SFT2D1	604.007
SFT2D2	1715.137
SFT2D3	76
SFTA1P	0
SFTA2	16
SFTA3	0
SFTPA1	0
SFTPA2	1
SFTPA3P	0
SFTPB	9.204
SFTPC	0
SFTPD	0
SFTPD-AS1	0.967
SFXN1	700.613
SFXN2	17.005
SFXN3	38.405
SFXN4	69
SFXN4P1	0
SFXN5	43.952
SGCA	0
SGCB	325.022
SGCD	0
SGCE	22.596
SGCEP1	0
SGCG	0
SGCZ	0
SGF29	36.227
SGIP1	0
SGK1	1014.998
SGK2	267.375
SGK3	37.001
SGMS1	33
SGMS1-AS1	11
SGMS2	1640
SGO1	12.189
SGO1-AS1	3.767
SGO1P1	0
SGO1P2	0
SGO2	20.078
SGPL1	822
SGPP1	214
SGPP2	668
SGSH	48.664
SGSM1	1.822
SGSM2	65
SGSM2-AS1	0
SGSM3	103
SGSM3-AS1	0
SGTA	140
SGTB	19.445
SH2B1	39.084
SH2B2	8
SH2B3	320.004
SH2D1A	0
SH2D1B	1
SH2D2A	0
SH2D3A	58.06
SH2D3C	0
SH2D4A	87
SH2D4B	0
SH2D5	0
SH2D6	0
SH2D7	0
SH3BGR	12.612
SH3BGRL	429
SH3BGRL2	1668
SH3BGRL3	1282
SH3BP1	193
SH3BP2	1433.152
SH3BP4	153
SH3BP5	22.999
SH3BP5-AS1	35
SH3BP5L	77
SH3D19	1752.999
SH3D21	891.999
SH3GL1	315
SH3GL1P1	0
SH3GL1P2	1
SH3GL1P3	0
SH3GL2	0
SH3GL3	0
SH3GLB1	1403
SH3GLB2	283.001
SH3KBP1	474
SH3PXD2A	465
SH3PXD2A-AS1	245
SH3PXD2B	38
SH3RF1	316
SH3RF2	518.019
SH3RF3	0
SH3RF3-AS1	0
SH3TC1	20.178
SH3TC2	26.974
SH3TC2-DT	0
SH3YL1	224.005
SHANK1	0
SHANK2	3.512
SHANK2-AS1	0
SHANK2-AS3	2
SHANK3	1
SHARPIN	76
SHB	129
SHBG	0
SHC1	1067.395
SHC1P1	0
SHC1P2	0
SHC2	11
SHC3	0
SHC4	0
SHCBP1	6
SHCBP1L	1.993
SHD	26
SHE	1.788
SHF	18
SHFL	34
SHH	21
SHISA2	0
SHISA3	0
SHISA4	4
SHISA5	135.381
SHISA5P1	0
SHISA5P2	0
SHISA6	0
SHISA7	0
SHISA8	0
SHISA9	100.775
SHISAL1	454
SHISAL2A	0
SHISAL2B	0
SHKBP1	81
SHLD1	15
SHLD2	192
SHLD2P1	0
SHLD2P2	0
SHLD2P3	0
SHLD3	21
SHMT1	117
SHMT1P1	0
SHMT2	218.999
SHOC1	0
SHOC2	604
SHOX	1
SHOX2	0
SHPK	103.385
SHPRH	85.69
SHQ1	88.598
SHQ1P1	0
SHROOM1	138.023
SHROOM2	44
SHROOM2P1	0
SHROOM3	742
SHROOM3-AS1	0
SHROOM4	55
SHTN1	22
SI	39
SIAE	1147.351
SIAH1	174
SIAH1P1	0
SIAH2	386
SIAH2-AS1	1
SIAH3	0
SIDT1	149
SIDT1-AS1	0
SIDT2	259.282
SIGIRR	101.001
SIGLEC1	0
SIGLEC10	4
SIGLEC10-AS1	0
SIGLEC10-AS2	0
SIGLEC11	0
SIGLEC12	0
SIGLEC14	0
SIGLEC15	5
SIGLEC16	0
SIGLEC17P	0
SIGLEC18P	0
SIGLEC20P	0
SIGLEC21P	0
SIGLEC22P	0
SIGLEC24P	0
SIGLEC27P	0
SIGLEC29P	0
SIGLEC30P	0
SIGLEC31P	0
SIGLEC5	0
SIGLEC6	0
SIGLEC7	0
SIGLEC8	0
SIGLEC9	0
SIGLECL1	0
SIGMAR1	193
SIK1	0
SIK2	228.727
SIK3	113
SIKE1	426.001
SIL1	109.999
SILC1	0
SIM1	0
SIM1-AS1	0
SIM2	0
SIMALR	0
SIMC1	131.427
SIMC1P1	3.505
SIN3A	271
SIN3B	80
SINHCAF	460.579
SINHCAFP1	0
SINHCAFP2	1.351
SINHCAFP3	0
SIPA1	28
SIPA1L1	427
SIPA1L1-AS1	0
SIPA1L2	0
SIPA1L3	237.998
SIRLNT	0
SIRPA	0
SIRPAP1	0
SIRPB1	1
SIRPB2	0
SIRPB3P	0
SIRPD	0
SIRPG	0
SIRPG-AS1	0
SIRT1	70.001
SIRT2	60.21
SIRT3	24
SIRT4	0
SIRT5	105.576
SIRT6	90.999
SIRT7	163.001
SIT1	0
SIVA1	22.825
SIX1	0
SIX2	0
SIX3	0
SIX3-AS1	0
SIX4	13.884
SIX5	3
SIX6	0
SKA1	14.179
SKA2	90
SKA2P1	0
SKA3	5.001
SKAP1	3
SKAP1-AS1	0
SKAP1-AS2	0
SKAP2	657.944
SKI	283
SKIC2	125.001
SKIC3	386.439
SKIC8	171
SKIDA1	6.014
SKIL	84
SKINT1L	0
SKOR1	1
SKOR1-AS1	0
SKOR2	0
SKP1	2352.797
SKP1P1	0
SKP1P2	0
SKP1P3	0
SKP1P4	0
SKP2	60.317
SKP2P1	0
SLA	0
SLA2	0
SLAIN1	34
SLAIN2	583
SLAMF1	0
SLAMF6	0
SLAMF6P1	0
SLAMF7	0
SLAMF8	0
SLAMF9	1
SLBP	198.001
SLC10A1	0
SLC10A2	114
SLC10A3	68
SLC10A4	0
SLC10A5	14
SLC10A5P1	0
SLC10A6	0
SLC10A7	77
SLC11A1	4.118
SLC11A2	54509.637
SLC12A1	0
SLC12A2	391.001
SLC12A2-DT	55.109
SLC12A3	0
SLC12A4	33
SLC12A5	0
SLC12A5-AS1	0
SLC12A6	652.947
SLC12A7	379
SLC12A8	7.731
SLC12A9	19.246
SLC12A9-AS1	0
SLC13A1	6
SLC13A2	2
SLC13A3	0
SLC13A4	0
SLC13A5	9.939
SLC14A1	0
SLC14A2	0
SLC14A2-AS1	0
SLC15A1	3552.436
SLC15A2	22
SLC15A3	0
SLC15A4	73.305
SLC15A5	0
SLC16A1	2257.999
SLC16A1-AS1	3.05
SLC16A10	1
SLC16A11	0
SLC16A12	0
SLC16A12-AS1	0
SLC16A13	75
SLC16A14	2
SLC16A14P1	0
SLC16A1P1	0
SLC16A2	0
SLC16A3	292.464
SLC16A4	856.348
SLC16A5	398
SLC16A6	0
SLC16A6P1	0
SLC16A7	0
SLC16A8	0
SLC16A9	139
SLC17A1	0
SLC17A2	0
SLC17A3	0
SLC17A4	402
SLC17A5	726.953
SLC17A6	0
SLC17A6-DT	0
SLC17A7	4
SLC17A8	13
SLC17A9	0
SLC18A1	0.935
SLC18A2	0
SLC18A2-AS1	0
SLC18A3	0
SLC18B1	64
SLC19A1	33.001
SLC19A2	52
SLC19A3	19.928
SLC19A4P	0
SLC1A1	1379
SLC1A2	5.807
SLC1A2-AS1	0
SLC1A2-AS2	0
SLC1A3	0
SLC1A3-AS1	0
SLC1A4	53.009
SLC1A5	591
SLC1A6	1
SLC1A7	20
SLC20A1	1868
SLC20A1-DT	9
SLC20A1P1	0
SLC20A1P2	0
SLC20A1P3	0
SLC20A2	520.999
SLC22A1	4
SLC22A10	0
SLC22A11	0
SLC22A12	0
SLC22A13	0
SLC22A14	0
SLC22A15	0
SLC22A16	0
SLC22A17	0
SLC22A2	0
SLC22A20P	0
SLC22A23	499.999
SLC22A24	0
SLC22A25	0
SLC22A3	55
SLC22A31	1
SLC22A4	22
SLC22A5	407.035
SLC22A6	0
SLC22A7	0
SLC22A8	0
SLC22A9	0
SLC23A1	2
SLC23A2	73
SLC23A3	43.606
SLC23A4P	0
SLC24A1	44
SLC24A2	0
SLC24A3	0
SLC24A3-AS1	0
SLC24A4	3.464
SLC24A5	0
SLC25A1	852
SLC25A10	93.981
SLC25A11	143.999
SLC25A12	59
SLC25A13	177
SLC25A14	29
SLC25A14P1	0
SLC25A15	93
SLC25A15P1	0
SLC25A15P2	0
SLC25A15P3	0
SLC25A15P4	0
SLC25A15P5	0
SLC25A16	188.906
SLC25A17	42.999
SLC25A18	0
SLC25A18P1	0
SLC25A19	19.001
SLC25A1P1	0
SLC25A1P2	0
SLC25A1P3	0
SLC25A1P4	0
SLC25A1P5	0
SLC25A2	0
SLC25A20	186
SLC25A20P1	0
SLC25A21	0
SLC25A21-AS1	3
SLC25A22	56
SLC25A23	1112.002
SLC25A24	1347
SLC25A24P1	0
SLC25A24P2	0
SLC25A25	72
SLC25A25-AS1	223.82
SLC25A26	33.006
SLC25A27	17
SLC25A28	32
SLC25A28-DT	1
SLC25A29	26.775
SLC25A3	4563.752
SLC25A30	10.823
SLC25A30-AS1	0
SLC25A31	0
SLC25A32	23.992
SLC25A33	24.193
SLC25A34	123.798
SLC25A34-AS1	0
SLC25A35	13
SLC25A36	756
SLC25A36P1	0
SLC25A37	255.004
SLC25A38	100
SLC25A38P1	0
SLC25A39	211.731
SLC25A39P1	0
SLC25A39P2	0
SLC25A3P1	0
SLC25A3P2	0
SLC25A3P3	0
SLC25A4	92
SLC25A40	218
SLC25A41	0
SLC25A42	41.001
SLC25A43	314
SLC25A44	285
SLC25A45	8.327
SLC25A46	575
SLC25A47	0
SLC25A47P1	0
SLC25A48	21.999
SLC25A48-AS1	0
SLC25A5	2678
SLC25A5-AS1	3
SLC25A51	129.287
SLC25A51P1	0
SLC25A51P2	0
SLC25A51P3	0
SLC25A51P4	13.063
SLC25A52	1.162
SLC25A53	23.999
SLC25A53P1	0
SLC25A5P1	0
SLC25A5P2	0
SLC25A5P3	0
SLC25A5P4	0
SLC25A5P5	0
SLC25A5P6	0
SLC25A5P7	0
SLC25A5P8	0
SLC25A5P9	0
SLC25A6	623
SLC25A6P1	0
SLC25A6P2	0
SLC25A6P3	0
SLC25A6P4	0
SLC25A6P5	0
SLC25A6P6	0
SLC26A1	1
SLC26A11	9.006
SLC26A2	54
SLC26A3	2699.001
SLC26A4	0
SLC26A4-AS1	0
SLC26A5	0
SLC26A5-AS1	0
SLC26A6	195.999
SLC26A7	0
SLC26A8	3.912
SLC26A9	0
SLC27A1	46.518
SLC27A2	445.001
SLC27A3	2
SLC27A4	163
SLC27A5	21.771
SLC27A6	0
SLC28A1	5
SLC28A2	3.884
SLC28A2-AS1	6
SLC28A3	10
SLC28A3-AS1	0
SLC29A1	8
SLC29A2	90
SLC29A3	98
SLC29A4	10.417
SLC29A4P1	0
SLC29A4P2	0
SLC2A1	1160
SLC2A1-DT	3
SLC2A10	17
SLC2A11	25.133
SLC2A12	94
SLC2A13	110
SLC2A13P1	0
SLC2A14	0
SLC2A2	5
SLC2A3	8
SLC2A3P1	54.027
SLC2A3P2	0
SLC2A3P4	0
SLC2A4	1.429
SLC2A4RG	32
SLC2A5	0
SLC2A6	10
SLC2A7	0
SLC2A8	18.001
SLC2A9	3
SLC2A9-AS1	0
SLC2AXP1	0
SLC30A1	676
SLC30A10	404
SLC30A2	0
SLC30A3	0
SLC30A4	258
SLC30A4-AS1	22.112
SLC30A5	36.975
SLC30A6	314.726
SLC30A6-DT	2
SLC30A6P1	0
SLC30A7	264.008
SLC30A8	0
SLC30A9	684
SLC31A1	1253.6
SLC31A1P1	0
SLC31A2	59
SLC32A1	0
SLC33A1	218.958
SLC34A1	0
SLC34A2	1073
SLC34A3	0
SLC35A1	329.329
SLC35A2	91
SLC35A3	1422.289
SLC35A4	263
SLC35A5	407.999
SLC35B1	187.985
SLC35B2	71.001
SLC35B3	216
SLC35B4	94
SLC35C1	102
SLC35C2	78.144
SLC35C2P1	0
SLC35D1	727
SLC35D2	730.04
SLC35D3	4
SLC35E1	536
SLC35E1P1	0
SLC35E2A	22.934
SLC35E2B	421.011
SLC35E3	30.274
SLC35E4	72
SLC35F1	0
SLC35F2	95.004
SLC35F3	12
SLC35F3-AS1	0
SLC35F4	0
SLC35F4-AS1	0
SLC35F5	861.998
SLC35F6	174.634
SLC35G1	156
SLC35G2	28
SLC35G3	0
SLC35G4	0
SLC35G5	0
SLC35G6	0
SLC36A1	563.999
SLC36A2	4.086
SLC36A3	1.121
SLC36A4	64
SLC37A1	725.273
SLC37A2	4
